Year,Player Name,Team,WAR
1900,Honus Wagner,PIT,6.9
1900,Elmer Flick,PHI,6.3
1900,Jesse Burkett,STL,5.6
1900,John McGraw,STL,5.4
1900,Kip Selbach,NYG,5.3
1900,Billy Hamilton,BSN,5.2
1900,Willie Keeler,BRO,4.4
1900,Nap Lajoie,PHI,4.2
1900,George Davis,NYG,4.1
1900,Jake Beckley,CIN,3.9
1900,Joe Kelley,BRO,3.8
1900,Roy Thomas,PHI,3.8
1900,Jimmy Barrett,CIN,3.6
1900,Bill Dahlen,BRO,3.6
1900,Jimmy Collins,BSN,3.6
1900,George Van Haltren,NYG,3.6
1900,Fielder Jones,BRO,3.2
1900,Herman Long,BSN,2.9
1900,Claude Ritchey,PIT,2.8
1900,Ed Delahanty,PHI,2.8
1900,Dan McGann,STL,2.7
1900,Chick Stahl,BSN,2.7
1900,Fred Clarke,PIT,2.7
1900,Lave Cross,N/A,2.5
1900,Sam Mertes,CHI,2.4
1900,Bill Bradley,CHI,2.3
1900,Charlie Hickman,NYG,2.2
1900,Jimmy Williams,PIT,1.8
1900,Buck Freeman,BSN,1.6
1900,Bill Keister,STL,1.3
1901,Nap Lajoie,PHA,8.9
1901,Honus Wagner,PIT,7.5
1901,Jesse Burkett,STL,7.3
1901,Elmer Flick,PHI,7.1
1901,Bobby Wallace,STL,7.1
1901,Ed Delahanty,PHI,7.1
1901,Jimmy Collins,BOS,6.8
1901,Jimmy Sheckard,BRO,6.8
1901,Topsy Hartsel,CHI,6.0
1901,Fred Clarke,PIT,5.5
1901,Freddy Parent,BOS,4.9
1901,Dummy Hoy,CHW,4.8
1901,Buck Freeman,BOS,4.8
1901,Roy Thomas,PHI,4.7
1901,Mike Donlin,BAL,4.6
1901,George Davis,NYG,4.6
1901,Chick Stahl,BOS,4.5
1901,Emmet Heidrick,STL,4.4
1901,Fielder Jones,CHW,4.4
1901,Danny Green,CHI,4.3
1901,Ginger Beaumont,PIT,4.3
1901,Sam Crawford,CIN,4.2
1901,John Anderson,MIL,4.2
1901,Fred Hartman,CHW,4.1
1901,Kid Elberfeld,DET,4.1
1901,Jimmy Williams,BAL,4.1
1901,Tom Daly,BRO,4.0
1901,Sam Mertes,CHW,4.0
1901,George Van Haltren,NYG,3.9
1901,Lave Cross,PHA,3.8
1902,Honus Wagner,PIT,7.5
1902,Ed Delahanty,WAS,7.0
1902,Bill Bradley,CLE,6.7
1902,George Davis,CHW,6.1
1902,Tommy Leach,PIT,5.9
1902,Ginger Beaumont,PIT,5.7
1902,Fred Clarke,PIT,5.4
1902,Bobby Wallace,SLB,5.4
1902,Charlie Hickman,N/A,5.0
1902,Fred Tenney,BSN,4.9
1902,Jimmy Collins,BOS,4.8
1902,Sammy Strang,N/A,4.8
1902,Sam Crawford,CIN,4.7
1902,Lave Cross,PHA,4.7
1902,Jimmy Slagle,CHI,4.6
1902,Jesse Burkett,SLB,4.5
1902,Buck Freeman,BOS,4.5
1902,Socks Seybold,PHA,4.3
1902,Fielder Jones,CHW,4.2
1902,Willie Keeler,BRO,4.0
1902,Bill Dahlen,BRO,3.9
1902,Jimmy Barrett,DET,3.9
1902,Jimmy Sheckard,N/A,3.9
1902,Roy Thomas,PHI,3.8
1902,Jake Beckley,CIN,3.8
1902,Danny Green,CHW,3.7
1902,Claude Ritchey,PIT,3.5
1902,Freddy Parent,BOS,3.5
1902,Jimmy Ryan,WAS,3.4
1902,Joe Tinker,CHI,3.4
1903,Honus Wagner,PIT,8.4
1903,Nap Lajoie,CLE,7.6
1903,Jimmy Sheckard,BRO,7.5
1903,Bill Bradley,CLE,6.9
1903,Freddy Parent,BOS,6.2
1903,Frank Chance,CHC,6.2
1903,Roger Bresnahan,NYG,5.4
1903,Bill Dahlen,BRO,5.3
1903,Roy Thomas,PHI,5.3
1903,Jimmy Collins,BOS,5.3
1903,Sam Crawford,DET,5.2
1903,Mike Donlin,CIN,5.2
1903,Fred Clarke,PIT,5.0
1903,Patsy Dougherty,BOS,4.9
1903,Jimmy Barrett,DET,4.9
1903,Ginger Beaumont,PIT,4.8
1903,Claude Ritchey,PIT,4.7
1903,Cy Seymour,CIN,4.5
1903,Sam Mertes,NYG,4.5
1903,Elmer Flick,CLE,4.4
1903,Danny Green,CHW,4.4
1903,Harry Steinfeldt,CIN,4.2
1903,Tommy Leach,PIT,4.1
1903,Kid Elberfeld,N/A,4.1
1903,Buck Freeman,BOS,4.0
1903,Jimmy Slagle,CHC,4.0
1903,Joe Tinker,CHC,3.9
1903,Billy Lush,DET,3.9
1903,Fred Tenney,BSN,3.9
1903,Jimmy Williams,NYH,3.7
1904,Honus Wagner,PIT,9.0
1904,Nap Lajoie,CLE,8.8
1904,George Davis,CHW,6.6
1904,Elmer Flick,CLE,6.6
1904,Frank Chance,CHC,6.3
1904,Bill Bradley,CLE,6.3
1904,Freddy Parent,BOS,6.0
1904,Bill Dahlen,NYG,5.9
1904,Art Devlin,NYG,5.4
1904,Roy Thomas,PHI,5.2
1904,Bobby Wallace,SLB,5.1
1904,Jimmy Collins,BOS,5.0
1904,Dan McGann,NYG,4.9
1904,Danny Murphy,PHA,4.9
1904,Sam Mertes,NYG,4.7
1904,Willie Keeler,NYH,4.5
1904,Chick Stahl,BOS,4.5
1904,Cy Seymour,CIN,4.5
1904,Kid Elberfeld,NYH,4.5
1904,Danny Green,CHW,4.3
1904,Jake Beckley,STL,4.3
1904,Harry Lumley,BRO,4.1
1904,Tommy Leach,PIT,4.0
1904,Billy Gilbert,NYG,3.7
1904,Lee Tannehill,CHW,3.7
1904,Charlie Babb,BRO,3.6
1904,Wid Conroy,NYH,3.6
1904,Johnny Evers,CHC,3.6
1904,Joe Tinker,CHC,3.6
1904,Jesse Burkett,SLB,3.6
1905,Honus Wagner,PIT,10.8
1905,Cy Seymour,CIN,8.7
1905,Mike Donlin,NYG,7.4
1905,George Davis,CHW,6.9
1905,Frank Chance,CHC,6.3
1905,Roy Thomas,PHI,5.8
1905,Elmer Flick,CLE,5.7
1905,Bill Dahlen,NYG,5.7
1905,Harry Davis,PHA,5.6
1905,Sherry Magee,PHI,5.5
1905,John Titus,PHI,5.5
1905,Dan McGann,NYG,5.3
1905,Sam Crawford,DET,4.9
1905,George Stone,SLB,4.9
1905,Topsy Hartsel,PHA,4.8
1905,Danny Murphy,PHA,4.8
1905,Bill Bradley,CLE,4.7
1905,Jiggs Donahue,CHW,4.7
1905,Joe Tinker,CHC,4.6
1905,Miller Huggins,CIN,4.5
1905,Fielder Jones,CHW,4.5
1905,Bobby Wallace,SLB,4.4
1905,Art Devlin,NYG,4.4
1905,Jimmy Sheckard,BRO,4.1
1905,Fred Clarke,PIT,4.1
1905,Harry Bay,CLE,4.1
1905,Sam Mertes,NYG,4.0
1905,Jimmy Collins,BOS,4.0
1905,Fred Tenney,BSN,3.9
1905,Socks Seybold,PHA,3.8
1906,Honus Wagner,PIT,9.6
1906,Nap Lajoie,CLE,9.4
1906,George Stone,SLB,8.9
1906,Terry Turner,CLE,8.6
1906,Art Devlin,NYG,7.9
1906,Frank Chance,CHC,7.7
1906,Harry Steinfeldt,CHC,7.5
1906,Elmer Flick,CLE,6.7
1906,Harry Lumley,BRO,6.4
1906,George Davis,CHW,6.1
1906,Sherry Magee,PHI,5.7
1906,Bobby Wallace,SLB,5.5
1906,Harry Davis,PHA,5.1
1906,Roger Bresnahan,NYG,4.7
1906,Miller Huggins,CIN,4.5
1906,Charlie Hemphill,SLB,4.5
1906,Claude Ritchey,PIT,4.2
1906,Joe Tinker,CHC,4.2
1906,Fielder Jones,CHW,4.0
1906,Cy Seymour,N/A,4.0
1906,Jimmy Sheckard,CHC,3.9
1906,Roy Thomas,PHI,3.9
1906,Fred Clarke,PIT,3.9
1906,Frank Schulte,CHC,3.9
1906,Johnny Evers,CHC,3.8
1906,Chick Stahl,BOS,3.7
1906,Frank Isbell,CHW,3.6
1906,Danny Murphy,PHA,3.3
1906,Bill Dahlen,NYG,3.3
1906,Tim Jordan,BRO,3.3
1907,Honus Wagner,PIT,9.2
1907,Nap Lajoie,CLE,7.0
1907,Ty Cobb,DET,7.0
1907,Sherry Magee,PHI,6.9
1907,Elmer Flick,CLE,6.1
1907,Sam Crawford,DET,5.9
1907,George Stone,SLB,5.7
1907,Tommy Leach,PIT,5.6
1907,Fred Clarke,PIT,5.4
1907,Johnny Evers,CHC,5.0
1907,Art Devlin,NYG,5.0
1907,Bobby Wallace,SLB,4.9
1907,Ginger Beaumont,BSN,4.7
1907,Harry Steinfeldt,CHC,4.7
1907,Dave Brain,BSN,4.6
1907,Topsy Hartsel,PHA,4.5
1907,George Davis,CHW,4.3
1907,Fred Tenney,BSN,4.0
1907,Terry Turner,CLE,3.9
1907,Cy Seymour,NYG,3.9
1907,Fielder Jones,CHW,3.9
1907,Harry Davis,PHA,3.8
1907,Mike Mitchell,CIN,3.7
1907,Davy Jones,DET,3.5
1907,Tim Jordan,BRO,3.5
1907,Ed Hahn,CHW,3.2
1907,Otto Knabe,PHI,3.2
1907,Jimmy Sheckard,CHC,3.1
1907,Simon Nicholls,PHA,3.1
1907,Miller Huggins,CIN,3.1
1908,Honus Wagner,PIT,11.8
1908,Joe Tinker,CHC,7.5
1908,Nap Lajoie,CLE,7.0
1908,Mike Donlin,NYG,6.6
1908,Ty Cobb,DET,6.3
1908,Matty McIntyre,DET,5.9
1908,Johnny Evers,CHC,5.8
1908,Bobby Wallace,SLB,5.5
1908,Roger Bresnahan,NYG,5.4
1908,Hans Lobert,CIN,5.3
1908,Sherry Magee,PHI,5.2
1908,Sam Crawford,DET,5.1
1908,Tommy Leach,PIT,5.0
1908,Fielder Jones,CHW,4.9
1908,Al Bridwell,NYG,4.7
1908,Doc Gessler,BOS,4.7
1908,Fred Clarke,PIT,4.7
1908,George Stone,SLB,4.4
1908,Art Devlin,NYG,4.4
1908,Bill Dahlen,BSN,4.1
1908,Red Murray,STL,4.1
1908,George Stovall,CLE,4.0
1908,Kitty Bransfield,PHI,3.9
1908,Frank Chance,CHC,3.9
1908,John Titus,PHI,3.8
1908,Hobe Ferris,SLB,3.7
1908,Ed Abbaticchio,PIT,3.6
1908,Charlie Hemphill,NYH,3.6
1908,George McBride,WAS,3.5
1908,Patsy Dougherty,CHW,3.5
1909,Eddie Collins,PHA,10.0
1909,Ty Cobb,DET,9.7
1909,Honus Wagner,PIT,9.7
1909,Donie Bush,DET,6.4
1909,Tristram Speaker,BOS,6.3
1909,Nap Lajoie,CLE,6.0
1909,Home Run Baker,PHA,5.9
1909,Mike Mitchell,CIN,5.8
1909,Fred Clarke,PIT,5.7
1909,Al Bridwell,NYG,5.6
1909,Sam Crawford,DET,5.6
1909,Dots Miller,PIT,4.8
1909,Joe Tinker,CHC,4.8
1909,Freddy Parent,CHW,4.8
1909,Ed Konetchy,STL,4.7
1909,Art Devlin,NYG,4.6
1909,Larry Doyle,NYG,4.5
1909,Richard Hoblitzell,CIN,4.4
1909,Johnny Evers,CHC,4.4
1909,Tommy Leach,PIT,4.2
1909,Harry Steinfeldt,CHC,4.2
1909,Solly Hofman,CHC,4.1
1909,Dick Egan,CIN,4.0
1909,Harry Lord,BOS,4.0
1909,John Titus,PHI,3.8
1909,Sherry Magee,PHI,3.8
1909,Jake Stahl,BOS,3.7
1909,Danny Murphy,PHA,3.7
1909,Patsy Dougherty,CHW,3.7
1909,George Gibson,PIT,3.6
1910,Ty Cobb,DET,10.3
1910,Eddie Collins,PHA,9.7
1910,Nap Lajoie,CLE,9.3
1910,Sherry Magee,PHI,7.5
1910,Tristram Speaker,BOS,7.5
1910,Honus Wagner,PIT,6.2
1910,Solly Hofman,CHC,5.8
1910,Donie Bush,DET,5.4
1910,Bobby Byrne,PIT,5.2
1910,Ed Konetchy,STL,5.2
1910,Fred Snodgrass,NYG,5.1
1910,Home Run Baker,PHA,4.8
1910,Dode Paskert,CIN,4.8
1910,Johnny Bates,PHI,4.7
1910,Rube Oldring,PHA,4.3
1910,Larry Doyle,NYG,4.3
1910,Joe Tinker,CHC,4.3
1910,Clyde Milan,WAS,4.3
1910,Danny Murphy,PHA,4.2
1910,Jack Barry,PHA,4.1
1910,Frank Schulte,CHC,4.1
1910,Johnny Evers,CHC,4.1
1910,Michael Doolin,PHI,4.0
1910,Jake Stahl,BOS,4.0
1910,George McBride,WAS,3.9
1910,Al Bridwell,NYG,3.8
1910,Miller Huggins,STL,3.8
1910,Heinie Wagner,BOS,3.7
1910,Jimmy Sheckard,CHC,3.6
1910,Fred Merkle,NYG,3.6
1911,Ty Cobb,DET,11.0
1911,Joe Jackson,CLE,9.3
1911,Honus Wagner,PIT,7.0
1911,Eddie Collins,PHA,6.8
1911,Home Run Baker,PHA,6.5
1911,Larry Doyle,NYG,5.9
1911,Sam Crawford,DET,5.9
1911,Frank Schulte,CHC,5.9
1911,Tristram Speaker,BOS,5.9
1911,Birdie Cree,NYH,5.7
1911,Jimmy Sheckard,CHC,5.7
1911,Ed Konetchy,STL,5.3
1911,Clyde Milan,WAS,4.9
1911,Johnny Bates,CIN,4.6
1911,Joe Tinker,CHC,4.5
1911,Fred Merkle,NYG,4.3
1911,Fred Snodgrass,NYG,4.2
1911,Danny Murphy,PHA,4.1
1911,Matty McIntyre,CHW,4.1
1911,Larry Gardner,BOS,4.1
1911,Buck Herzog,N/A,4.1
1911,Harry Lord,CHW,4.1
1911,Harry Hooper,BOS,4.0
1911,Miller Huggins,STL,3.9
1911,Heinie Zimmerman,CHC,3.9
1911,Jake Daubert,BRO,3.9
1911,Bris Lord,PHA,3.8
1911,Jim Doyle,CHC,3.7
1911,Harry Wolter,NYH,3.6
1911,Bob Bescher,CIN,3.5
1912,Tristram Speaker,BOS,10.6
1912,Joe Jackson,CLE,9.1
1912,Ty Cobb,DET,9.1
1912,Home Run Baker,PHA,9.1
1912,Honus Wagner,PIT,8.5
1912,Eddie Collins,PHA,8.3
1912,Heinie Zimmerman,CHC,7.6
1912,Johnny Evers,CHC,6.0
1912,Larry Gardner,BOS,5.8
1912,Larry Doyle,NYG,5.8
1912,Clyde Milan,WAS,5.3
1912,Bill Sweeney,BSN,5.2
1912,Stuffy McInnis,PHA,5.0
1912,Eddie Foster,WAS,4.7
1912,Dode Paskert,PHI,4.6
1912,Chief Wilson,PIT,4.5
1912,Nap Lajoie,CLE,4.5
1912,Ed Konetchy,STL,4.2
1912,Donie Bush,DET,4.0
1912,Max Carey,PIT,4.0
1912,Bob Bescher,CIN,3.9
1912,Amos Strunk,PHA,3.8
1912,Jake Daubert,BRO,3.6
1912,Sam Crawford,DET,3.6
1912,Del Pratt,SLB,3.5
1912,Burt Shotton,SLB,3.5
1912,Joe Tinker,CHC,3.5
1912,Jack Barry,PHA,3.5
1912,Morrie Rath,CHW,3.5
1912,Buck Herzog,NYG,3.5
1913,Eddie Collins,PHA,9.0
1913,Tristram Speaker,BOS,8.6
1913,Home Run Baker,PHA,7.9
1913,Joe Jackson,CLE,7.5
1913,Ty Cobb,DET,7.2
1913,Gavvy Cravath,PHI,5.8
1913,Heinie Zimmerman,CHC,5.1
1913,Art Fletcher,NYG,4.9
1913,Burt Shotton,SLB,4.9
1913,Stuffy McInnis,PHA,4.9
1913,Nap Lajoie,CLE,4.7
1913,Red Smith,BRO,4.7
1913,Sam Crawford,DET,4.5
1913,Jake Daubert,BRO,4.3
1913,Vic Saier,CHC,4.3
1913,Jack Barry,PHA,4.2
1913,Clyde Milan,WAS,4.2
1913,Hans Lobert,PHI,4.2
1913,Tommy Leach,CHC,4.0
1913,Jim Viox,PIT,4.0
1913,Tillie Shafer,NYG,3.9
1913,Ed Konetchy,STL,3.8
1913,Chick Gandil,WAS,3.8
1913,Larry Doyle,NYG,3.7
1913,Sherry Magee,PHI,3.6
1913,Buck Weaver,CHW,3.6
1913,Max Carey,PIT,3.6
1913,George Burns,NYG,3.6
1913,George Cutshaw,BRO,3.4
1913,Miller Huggins,STL,3.4
1914,Benny Kauff,IND,9.9
1914,Tristram Speaker,BOS,9.3
1914,Eddie Collins,PHA,8.3
1914,George Burns,NYG,7.0
1914,Dutch Zwilling,CWH,6.5
1914,Home Run Baker,PHA,6.4
1914,Duke Kenworthy,KCP,6.3
1914,Steve Evans,BKF,6.3
1914,Art Wilson,CWH,5.9
1914,Sam Crawford,DET,5.8
1914,Sherry Magee,PHI,5.6
1914,Ed Lennox,PRB,5.5
1914,Buck Herzog,CIN,5.4
1914,Tilly Walker,SLB,5.2
1914,Zack Wheat,BRO,5.2
1914,Donie Bush,DET,5.0
1914,Bill McKechnie,IND,4.9
1914,Al Wickland,CWH,4.8
1914,Gavvy Cravath,PHI,4.8
1914,Rabbit Maranville,BSN,4.7
1914,Charlie Hanford,BUF,4.7
1914,Johnny Evers,BSN,4.7
1914,Miller Huggins,STL,4.6
1914,Vic Saier,CHC,4.5
1914,Joe Jackson,CLE,4.3
1914,Art Fletcher,NYG,4.3
1914,Red Smith,N/A,4.3
1914,Joe Tinker,CWH,4.3
1914,Dots Miller,STL,4.1
1914,Heinie Groh,CIN,4.0
1915,Ty Cobb,DET,9.8
1915,Eddie Collins,CHW,9.3
1915,Benny Kauff,BKF,8.4
1915,Gavvy Cravath,PHI,7.0
1915,Tristram Speaker,BOS,6.5
1915,Ed Konetchy,PRB,6.2
1915,Jack Fournier,CHW,6.0
1915,Dutch Zwilling,CWH,5.6
1915,Heinie Groh,CIN,5.5
1915,Honus Wagner,PIT,5.5
1915,Fred Luderus,PHI,5.4
1915,Bill Hinchman,PIT,4.9
1915,Claude Cooper,BKF,4.8
1915,Buck Herzog,CIN,4.8
1915,Bobby Veach,DET,4.7
1915,Larry Doyle,NYG,4.7
1915,Sherry Magee,BSN,4.6
1915,Ward Miller,SLT,4.6
1915,Max Flack,CWH,4.4
1915,Burt Shotton,SLB,4.3
1915,Jack Tobin,SLT,4.3
1915,Mike Mowrey,PRB,4.3
1915,Les Mann,CWH,4.3
1915,Ossie Vitt,DET,4.1
1915,Vic Saier,CHC,4.1
1915,Del Pratt,SLB,4.0
1915,Red Smith,BSN,4.0
1915,Dave Bancroft,PHI,4.0
1915,Sam Crawford,DET,4.0
1915,Jimmy Esmond,NWK,3.9
1916,Tristram Speaker,CLE,8.0
1916,Ty Cobb,DET,7.8
1916,Joe Jackson,CHW,6.5
1916,Zack Wheat,BRO,6.4
1916,Eddie Collins,CHW,6.4
1916,Art Fletcher,NYG,6.0
1916,Heinie Groh,CIN,5.4
1916,Rogers Hornsby,STL,5.3
1916,Max Carey,PIT,4.9
1916,Larry Gardner,BOS,4.8
1916,Bill Hinchman,PIT,4.7
1916,Cy Williams,CHC,4.6
1916,Rabbit Maranville,BSN,4.5
1916,Amos Strunk,PHA,4.5
1916,Roger Peckinpaugh,NYY,4.5
1916,Bobby Veach,DET,4.4
1916,Wally Pipp,NYY,4.4
1916,Happy Felsch,CHW,4.3
1916,Larry Doyle,N/A,4.1
1916,Gavvy Cravath,PHI,4.1
1916,Burt Shotton,SLB,4.0
1916,Hal Chase,CIN,4.0
1916,Jake Daubert,BRO,4.0
1916,Benny Kauff,NYG,3.9
1916,Del Pratt,SLB,3.8
1916,Dave Robertson,NYG,3.8
1916,Heinie Zimmerman,N/A,3.7
1916,Ed Konetchy,BSN,3.7
1916,Harry Hooper,BOS,3.6
1916,Red Smith,BSN,3.5
1917,Ty Cobb,DET,11.5
1917,Rogers Hornsby,STL,9.5
1917,Ray Chapman,CLE,7.7
1917,Tristram Speaker,CLE,7.7
1917,Heinie Groh,CIN,6.9
1917,George Burns,NYG,6.7
1917,Art Fletcher,NYG,6.6
1917,Bobby Veach,DET,6.4
1917,George Sisler,SLB,5.9
1917,Max Carey,PIT,5.6
1917,Joe Jackson,CHW,5.4
1917,Benny Kauff,NYG,5.3
1917,Eddie Collins,CHW,5.2
1917,Heinie Zimmerman,NYG,5.2
1917,Edd Roush,CIN,5.1
1917,Happy Felsch,CHW,4.7
1917,Rabbit Maranville,BSN,4.6
1917,Gavvy Cravath,PHI,4.6
1917,Home Run Baker,NYY,4.1
1917,Red Smith,BSN,4.1
1917,Larry Gardner,BOS,4.0
1917,Braggo Roth,CLE,4.0
1917,Donie Bush,DET,3.9
1917,Doug Baird,N/A,3.7
1917,Duffy Lewis,BOS,3.7
1917,Sam Rice,WAS,3.7
1917,Roger Peckinpaugh,NYY,3.7
1917,Harry Hooper,BOS,3.4
1917,Jack Smith,STL,3.4
1917,Dave Bancroft,PHI,3.3
1918,Ty Cobb,DET,6.5
1918,George Sisler,SLB,6.4
1918,Tristram Speaker,CLE,5.6
1918,Charlie Hollocher,CHC,5.5
1918,George Burns,PHA,5.4
1918,Heinie Groh,CIN,5.2
1918,Harry Hooper,BOS,5.2
1918,Rogers Hornsby,STL,5.1
1918,Edd Roush,CIN,4.7
1918,George Burns,NYG,4.6
1918,Home Run Baker,NYY,4.5
1918,Max Carey,PIT,4.5
1918,Art Fletcher,NYG,4.3
1918,Red Smith,BSN,3.8
1918,Ray Chapman,CLE,3.7
1918,Fred Merkle,CHC,3.5
1918,George Cutshaw,PIT,3.5
1918,Larry Gardner,PHA,3.5
1918,Ross Youngs,NYG,3.4
1918,Lee Magee,CIN,3.3
1918,Tilly Walker,PHA,3.1
1918,Eddie Collins,CHW,3.1
1918,Dode Paskert,CHC,3.1
1918,Jake Daubert,BRO,3.1
1918,Braggo Roth,CLE,3.0
1918,Sherry Magee,CIN,2.9
1918,Roger Peckinpaugh,NYY,2.8
1918,Al Wickland,BSN,2.7
1918,Del Pratt,NYY,2.7
1918,Clyde Milan,WAS,2.7
1919,Babe Ruth,BOS,9.4
1919,Bobby Veach,DET,6.6
1919,Rogers Hornsby,STL,6.3
1919,George Sisler,SLB,6.3
1919,Roger Peckinpaugh,NYY,5.9
1919,Ty Cobb,DET,5.8
1919,George Burns,NYG,5.8
1919,Joe Jackson,CHW,5.7
1919,Heinie Groh,CIN,5.6
1919,Eddie Collins,CHW,5.3
1919,Edd Roush,CIN,5.3
1919,Tristram Speaker,CLE,5.1
1919,Del Pratt,NYY,4.8
1919,Art Fletcher,NYG,4.7
1919,Ross Youngs,NYG,4.5
1919,Milt Stock,STL,4.3
1919,Charlie Hollocher,CHC,4.0
1919,Sam Rice,WAS,3.9
1919,Joe Judge,WAS,3.9
1919,Rabbit Maranville,BSN,3.8
1919,Morrie Rath,CIN,3.7
1919,Home Run Baker,NYY,3.7
1919,Harry Heilmann,DET,3.6
1919,Hi Myers,BRO,3.5
1919,Happy Felsch,CHW,3.5
1919,Steve O'Neill,CLE,3.4
1919,Benny Kauff,NYG,3.3
1919,Buck Weaver,CHW,3.3
1919,Harry Hooper,BOS,3.3
1919,Ray Chapman,CLE,3.2
1920,Babe Ruth,NYY,13.1
1920,George Sisler,SLB,9.8
1920,Rogers Hornsby,STL,9.7
1920,Tristram Speaker,CLE,8.6
1920,Eddie Collins,CHW,8.1
1920,Joe Jackson,CHW,7.6
1920,Ross Youngs,NYG,6.7
1920,Oscar Charleston,ABC,6.4
1920,Dave Bancroft,N/A,6.2
1920,Edd Roush,CIN,5.9
1920,Baby Doll Jacobson,SLB,5.8
1920,Happy Felsch,CHW,5.4
1920,Cristóbal Torriente,CAG,5.4
1920,Jimmie Lyons,DS,5.4
1920,Harry Hooper,BOS,5.2
1920,Cy Williams,PHI,5.0
1920,Del Pratt,NYY,4.9
1920,Zack Wheat,BRO,4.9
1920,George Burns,NYG,4.8
1920,Steve O'Neill,CLE,4.5
1920,Sam Rice,WAS,4.5
1920,Elmer Smith,CLE,4.2
1920,Hi Myers,BRO,4.1
1920,Joe Judge,WAS,4.0
1920,Heinie Groh,CIN,4.0
1920,Ray Chapman,CLE,4.0
1920,Larry Gardner,CLE,3.9
1920,Bobby Veach,DET,3.9
1920,Bartolo Portuondo,KCM,3.8
1920,Ben Taylor,ABC,3.7
1921,Babe Ruth,NYY,13.7
1921,Rogers Hornsby,STL,11.1
1921,Dave Bancroft,NYG,7.5
1921,Frankie Frisch,NYG,7.1
1921,Charlie Blackwell,SLG,6.8
1921,Harry Heilmann,DET,6.8
1921,Ben Taylor,ABC,6.7
1921,Ty Cobb,DET,6.6
1921,Oscar Charleston,SLG,6.4
1921,Tristram Speaker,CLE,6.3
1921,George Sisler,SLB,5.7
1921,Ken Williams,SLB,5.4
1921,Bobby Veach,DET,5.3
1921,Cristóbal Torriente,CAG,5.3
1921,Austin McHenry,STL,5.1
1921,Max Carey,PIT,4.5
1921,Joe Sewell,CLE,4.4
1921,Jack Fournier,STL,4.4
1921,Rabbit Maranville,PIT,4.4
1921,Bob Meusel,NYY,4.4
1921,Larry Gardner,CLE,4.2
1921,Ross Youngs,NYG,4.2
1921,Baby Doll Jacobson,SLB,4.2
1921,Wally Schang,NYY,4.2
1921,George Kelly,NYG,4.1
1921,Eddie Collins,CHW,4.1
1921,John Henry Lloyd,COB,4.1
1921,Jimmy Johnston,BRO,4.0
1921,Sam Rice,WAS,3.9
1921,Bernardo Baró,CS,3.8
1922,Rogers Hornsby,STL,10.5
1922,George Sisler,SLB,8.2
1922,Ken Williams,SLB,7.3
1922,Oscar Charleston,ABC,7.2
1922,Dave Bancroft,NYG,6.8
1922,Tristram Speaker,CLE,6.6
1922,Babe Ruth,NYY,6.4
1922,Ty Cobb,DET,6.2
1922,Dobie Moore,KCM,6.2
1922,Ray Grimes,CHC,5.9
1922,Max Carey,PIT,5.6
1922,Hurley McNair,KCM,5.5
1922,Charlie Hollocher,CHC,5.1
1922,Harry Heilmann,DET,5.0
1922,Frankie Frisch,NYG,4.9
1922,George Kelly,NYG,4.6
1922,Carson Bigbee,PIT,4.6
1922,Zack Wheat,BRO,4.5
1922,Ross Youngs,NYG,4.5
1922,Jake Daubert,CIN,4.5
1922,Biz Mackey,ABC,4.4
1922,Bobby Veach,DET,4.4
1922,Wally Pipp,NYY,4.3
1922,John Beckwith,CAG,4.3
1922,Charlie Blackwell,SLS,4.1
1922,Bullet Rogan,KCM,4.1
1922,Ben Taylor,ABC,4.0
1922,Irish Meusel,NYG,4.0
1922,Edgar Wesley,DS,4.0
1922,Curt Walker,PHI,3.9
1923,Babe Ruth,NYY,14.7
1923,Harry Heilmann,DET,9.0
1923,Tristram Speaker,CLE,8.6
1923,Frankie Frisch,NYG,7.5
1923,Dobie Moore,KCM,7.3
1923,Ken Williams,SLB,7.3
1923,Rogers Hornsby,STL,7.0
1923,Joe Sewell,CLE,6.8
1923,Heavy Johnson,KCM,6.0
1923,Bill Riggins,DS,6.0
1923,Jack Fournier,BRO,5.8
1923,Eddie Collins,CHW,5.7
1923,Max Carey,PIT,5.3
1923,Ty Cobb,DET,5.0
1923,Oscar Charleston,ABC,5.0
1923,Turkey Stearnes,DS,5.0
1923,Charlie Jamieson,CLE,4.9
1923,Cristóbal Torriente,CAG,4.9
1923,Edd Roush,CIN,4.7
1923,Pie Traynor,PIT,4.6
1923,Bob O'Farrell,CHC,4.6
1923,Hurley McNair,KCM,4.6
1923,Aaron Ward,NYY,4.4
1923,Jimmy Johnston,BRO,4.3
1923,Joe Harris,BOS,4.3
1923,Jim Bottomley,STL,4.3
1923,Arnold Statz,CHC,4.3
1923,Willie Kamm,CHW,4.2
1923,Ross Youngs,NYG,4.2
1923,Sam Rice,WAS,4.1
1924,Babe Ruth,NYY,12.3
1924,Rogers Hornsby,STL,12.2
1924,Frankie Frisch,NYG,7.5
1924,Zack Wheat,BRO,6.8
1924,Jack Fournier,BRO,6.5
1924,Goose Goslin,WAS,6.4
1924,Harry Heilmann,DET,6.2
1924,Ross Youngs,NYG,6.2
1924,Glenn Wright,PIT,5.5
1924,Dobie Moore,KCM,5.4
1924,Ty Cobb,DET,5.2
1924,Jelly Gardner,CAG,5.2
1924,George Kelly,NYG,5.0
1924,Andy High,BRO,4.9
